	0	1	2	3	4	5	6	7
18	Q9Y606	Q9Y5L4	0.6078386656821319	1087320.6761953898	0.09322978583524211	2.3030241072363847e-31	0.14797876429126433	0.8520212357087356
19	Q9Y5Y2	Q9Y3C8	0.33723150108439937	930404.4813773201	0.3843684182918916	9.574094556205766e-10	0.14248570873570876	0.857514291264291
20	Q9Y5Y0	Q9Y3U8	0.2064730226378328	929803.7984720217	0.5701817043500814	6.215244848151977e-05	0.14248570873570876	0.857514291264291
21	Q9Y5Q9	Q9Y3U8	0.1467503041077403	890257.9336596782	0.22335760502718138	1.595147924910658e-17	0.14904424048174053	0.8509557595182593
22	Q9Y5P6	Q9Y5L4	0.17373718874227992	1180364.8690205922	0.23170246291531427	5.698655030474627e-17	0.14904424048174053	0.8509557595182593
23	Q9Y5P6	Q9Y3F4	0.026130391016148495	682103.368645105	0.4357809358828343	4.124124300618779e-08	0.14797876429126433	0.8520212357087356
24	Q9Y5P4	Q9Y490	0.21136472621227909	975751.6768855691	0.030429344447261086	4.814663505720117e-50	0.14904424048174053	0.8509557595182593
25	Q9Y5L4	Q9Y5J9	0.05328231890004531	1056411.2783793062	0.01391901973481291	2.518306784262915e-63	0.14904424048174053	0.8509557595182593
26	Q9Y5L4	Q9Y570	0.23296885854282043	1219349.866979121	0.45020486698923834	1.060405018738963e-07	0.14904424048174053	0.8509557595182593
27	Q9Y5L4	Q9Y4Z0	0.36658525670514325	1283742.0623610492	0.25298282918160286	1.167095163335832e-15	0.14904424048174053	0.8509557595182593
28	Q9Y5L4	Q9Y3Z3	0.22053316219678037	1171518.4107866166	0.07478419857903107	5.458052487729992e-35	0.14904424048174053	0.8509557595182593
29	Q9Y5L4	Q9Y3F4	0.14760679834044765	1109157.834973454	0.4588304654515927	1.8266489441085395e-07	0.14904424048174053	0.8509557595182593
30	Q9Y5K5	Q9Y3C8	0.00046976538179089477	885190.100095454	0.5812874663702657	0.0001001688564323741	0.14904424048174053	0.8509557595182593
31	Q9Y5J9	Q9Y3F4	0.20088911724049296	674537.0866601777	0.44290065012489854	6.610080002095347e-08	0.14797876429126433	0.8520212357087356
32	Q9Y5B9	Q9Y490	0.1690642669818812	1050873.207632586	0.4442970954855454	7.241535158569309e-08	0.14904424048174053	0.8509557595182593
33	Q9Y5B8	Q9Y3D8	0.20812228728957544	752864.8845669454	0.01937814432794971	1.0777800637705709e-57	0.14797876429126433	0.8520212357087356
34	Q9Y5B0	Q9Y490	0.11171749652769411	1013122.604722153	0.20324708994578666	5.843150271345171e-19	0.14904424048174053	0.8509557595182593
35	Q9Y520	Q9Y3U8	0.37373719072027806	896396.0641173074	0.4536187457176213	1.3174758098022349e-07	0.14904424048174053	0.8509557595182593
36	Q9Y4X5	Q9Y3F4	1.2469259483071262	805752.8161508342	0.6810039988666049	0.0037010134080626782	0.11380118492618489	0.8861988150738149
37	Q9Y4W6	Q9Y3U8	1.6149838540756114	843124.0360676476	0.6077921108107155	0.0002931912149613309	0.12621090714840716	0.8737890928515927
38	Q9Y4W2	Q9Y3U8	0.6720300924805009	916876.0129297745	0.23159410595693264	5.607127188210212e-17	0.11442618492618489	0.8855738150738149
39	Q9Y4W2	Q9Y3D9	0.7001923855880623	565415.7219833916	0.6045243596459708	0.0002580648501475365	0.13513848651348653	0.8648615134865133
40	Q9Y4U1	Q9Y3D8	0.39089429318634245	832348.468728693	0.027295028824631862	6.977847283705398e-52	0.11380118492618489	0.8861988150738149
41	Q9Y4U1	Q9Y3C8	1.658938258174624	989704.8788790525	0.7141560872821274	0.00968649902874696	0.14904424048174053	0.8509557595182593
42	Q9Y4R8	Q9Y3U8	0.27172617962391443	917730.7454220982	0.5699421872716219	6.15046656543165e-05	0.11442618492618489	0.8855738150738149
43	Q9Y4R8	Q9Y3D9	0.5662958064115927	533256.1627445106	0.31874635931968065	2.5766364920762134e-12	0.13513848651348653	0.8648615134865133
44	Q9Y4P8	Q9Y3F4	0.5531799855015904	837249.4172568888	0.5905457845986324	0.00014726319861975434	0.11380118492618489	0.8861988150738149
45	Q9Y4P3	Q9Y3U8	0.018681986050215323	905691.4794647237	0.09150868925163747	1.1411129218754697e-31	0.11567618492618491	0.884323815073815
46	Q9Y4P3	Q9Y3D9	0.3739621806803691	564886.6939829615	0.6533831769457582	0.0015246517324596228	0.13513848651348653	0.8648615134865133
47	Q9Y4P1	Q9Y3F4	0.5296424706582769	790955.641088677	0.45803278799075275	1.7381612463976234e-07	0.11546785159285157	0.8845321484071482
48	Q9Y4L1	Q9Y4F1	1.000859146832475	860895.7247007329	0.23613323922827045	1.0967070052077605e-16	0.11442618492618489	0.8855738150738149
49	Q9Y4L1	Q9Y4E8	0.611153705548908	834899.8122840847	0.7630549870497159	0.03318898836699825	0.13600951825951832	0.8639904817404817
50	Q9Y4L1	Q9Y496	0.5808380767028667	842483.9153699019	0.4209110109904758	1.4843150111856887e-08	0.11380118492618489	0.8861988150738149
51	Q9Y4L1	Q9Y3R0	0.14646891994649072	862546.5838046082	0.370985985070201	3.205527793067062e-10	0.11567618492618491	0.884323815073815
52	Q9Y4K4	Q9Y3F4	1.7213410171937251	813246.7388978575	0.6117926800961258	0.0003421581721492325	0.12621090714840716	0.8737890928515927
53	Q9Y4F1	Q9Y490	0.08729793167053936	1066681.1738706182	0.22524813622007722	2.1386605091189962e-17	0.11567618492618491	0.884323815073815
54	Q9Y4E8	Q9Y3F4	1.1161884700980997	767167.1607583318	0.4161718505858105	1.0601847101161455e-08	0.11546785159285157	0.8845321484071482
55	Q9Y4E6	Q9Y3D9	0.5830496368188334	585101.8998413866	0.2211485709408062	1.1283045845659287e-17	0.11486070873570871	0.885139291264291
56	Q9Y4D8	Q9Y3D9	1.5673103919030031	576396.914040143	0.35845815844024176	1.0963209006113593e-10	0.13143709762459765	0.8685629023754022
57	Q9Y4C8	Q9Y3D9	1.1202391407952201	585266.0014130328	0.7462470701605943	0.022264110193939465	0.13706904206904208	0.8629309579309578
58	Q9Y4C2	Q9Y3F4	0.8643064404832449	740016.2348556956	0.6165925751477	0.0004107630969751994	0.11336070873570872	0.8866392912642911
59	Q9Y4A5	Q9Y3U8	1.8874199084831373	916260.5365855282	0.10103253052266403	4.7250360668885076e-30	0.12683590714840715	0.8731640928515927
60	Q9Y496	Q9Y3F4	0.6714894170637089	820895.0190341028	0.42104475499132443	1.498362007331773e-08	0.11380118492618489	0.8861988150738149
61	Q9Y487	Q9Y3U8	0.49032069160966346	910228.7223967392	0.2865930863893187	7.813929968221206e-14	0.11442618492618489	0.8855738150738149
62	Q9Y487	Q9Y3D9	0.4230368302393508	558834.1371784655	0.5933036062852085	0.00016482133410876038	0.13513848651348653	0.8648615134865133
63	Q9Y485	Q9Y3D9	0.8882382806833001	576615.7142499674	0.37677350397719644	5.178207553476806e-10	0.1190273754023754	0.8809726245976244
64	Q9Y484	Q9Y3U8	0.43501964658780373	931004.1621861849	0.4563988855389107	1.569434807320263e-07	0.11442618492618489	0.8855738150738149
65	Q9Y478	Q9Y3F4	0.9310651113121585	807085.3013139317	0.6482436574412151	0.0012811264806831273	0.11380118492618489	0.8861988150738149
66	Q9Y450	Q9Y3F4	1.7503499732394476	756528.0699498202	0.5721807873642828	6.781139025294622e-05	0.12787757381507384	0.8721224261849261
67	Q9Y448	Q9Y3U8	0.5199390574858743	915687.4052857776	0.20837228223396076	1.4046149247216603e-18	0.11442618492618489	0.8855738150738149
