1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	Uniprot ID
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266560	879030	380620	1478000	995070	1086800	1529000	A0A087X1K9;E5RGR0;O75608;B4DP64
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	785380	1160900	0	907090	2983900	3796700	0	1866500	3960100	2193000	2156900	915750	606630	648800	0	0	0	455630	0	0	0	0	0	0	0	0	358840	1672300	349580	0	518950	1168700	6149800	9466700	22230000	20245000	4900900	3615300	0	0	0	0	0	A0A0B4J2D5;A0A096LPI6;P30042;A0A096LNH5;H7C1F6;H7C2G3;A0A0B4J2H4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	625820	1095500	573750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A0A0MRG8;Q16611
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56283	0	0	0	0	0	0	0	0	119570	330070	0	0	0	0	0	2598000	2577500	5556400	14641000	9747600	1017700	0	0	0	A0A0A0MRK6;Q13505;A0A0C4DFQ1
0	0	0	0	0	0	0	718020	0	458570	998470	533890	0	495180	402070	453230	0	0	285970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302720	341840	0	0	0	0	0	0	1892600	2030000	2332500	2784200	2943000	6184500	2809000	3683200	2197600	2556700	2467400	1211600	933780	745930	0	553360	0	0	0	0	0	0	0	0	0	0	A0A0A0MS41;A0A1P0AYU5;Q9BWM7;S4R3N9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	728110	356430	3026500	3480300	9101800	13334000	15609000	9915800	6666100	9954700	3807000	2966700	2470800	4947200	3342900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A0A0MT83;P26440;H0YLC3;H7C4G6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259600	439280	591330	375430	523070	193020	0	0	0	0	0	0	0	0	0	A0A0R4J2G3;A0A0A0MTJ9;Q6PIU2;H7C046
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1333000	5124600	7895800	3469700	4210400	0	5061300	56528000	265520000	27771000	31556000	3138300	2658500	2161100	0	984000	2505400	2497600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A0A0MTQ5;G3V556;P56378
0	0	0	0	0	0	0	29080	0	0	0	0	0	0	50501	284290	562110	2012900	4050100	2500000	10688000	1420200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241400	0	269640	265470	0	498230	518600	980890	956170	504800	0	0	0	0	A0A0A6YYL4;I3L0X9;I3L3T0;Q9Y3D7;I3L1U7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94914	0	0	0	0	1562900	3631500	2352600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A0B4J1R2;Q9H6R3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116810	96334	0	0	0	0	0	0	0	0	0	0	0	A0A0B4J269;Q13509
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20093	0	21681	104620	319540	1319000	2452300	1120700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A0C4DFN1;Q8IWA4;H7C5H5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7552100	2215800	14109000	7762300	21233000	11904000	36347000	1467500	3018400	2056800	3558600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A0C4DFU2;P04179;F5H3C5;F5H4R2;F5GYZ5;A0A0C4DFU1;G8JLJ2;A0A0C4DG56
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820900	292590	0	0	0	0	0	0	0	0	0	0	1485600	1251500	0	706270	C9JQB1;C9J9V6;A0A0C4DG91;O75414
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229970	98303	976290	7158800	20088000	1476600	985120	1566500	39794000	25638000	122890	0	0	0	0	0	0	0	0	0	0	0	0	0	43792	0	0	0	0	0	0	0	0	77007	125400	548500	623950	2871200	4999200	2507800	713660	333640	0	0	0	0	A0A0C4DGA2;O75521
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231870	0	0	0	0	0	0	0	0	845390	1534300	2906800	1015300	160120	0	0	0	0	A0A0C4DGQ8;Q6IAN0
0	0	0	0	0	0	0	3759800	0	3171700	9467000	5722500	0	18603000	13717000	25283000	67735000	160600000	6341400	930870	990640	732850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550460	940780	3444800	2020200	3402900	52123000	A0A0C4DGS0;P56556;R4GN43
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108460	0	232560	251240	0	0	0	0	A0A0D9SEI0;Q9P0P8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72044	0	1320500	0	1465800	5012400	4421500	7958400	15298000	19565000	13169000	30098000	24557000	23708000	13354000	5729600	4374500	2050400	1388600	990750	1029600	618500	934940	2757800	3756900	464460	0	0	0	0	0	2061300	4438500	10544000	28605000	6540400	0	0	0	0	A0A0D9SFP2;E9PF18;Q16836;A0A0A0MSE2;A0A1W2PNM1;A0A1W2PQV5;A0A1W2PQC2;A0A1W2PQ78;A0A1W2PRT2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30498	29670	298780	1561700	1307300	3193000	5026700	731480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B4E0K6;A0A0G2JL52;B7ZL25;A0A0G2JIA5;A0A140TA36;Q5ST30;A0A0A0MTG1;A0A140TA45;A0A140T8Y0;A0A140TA35;A0A140TA40
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201000	0	0	0	0	0	0	0	0	0	0	0	0	297790	0	0	0	0	0	0	2007900	1168200	250710	0	212100	0	0	0	209420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A0U1RR22;Q9UNF0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55474	0	0	0	0	0	0	0	0	0	0	0	0	0	20952	0	0	0	33338	0	204440	0	1954900	2955200	3927300	1612900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	F6XEV2;A0A0U1RRK1;Q9BPX6;E9PQV6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76863	115640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A0U1RRL8;Q8TB22
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3923300	26249000	22191000	10174000	2153000	839830	1852600	1314600	800520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A182DWF2;A0A182DWF3;Q9NNW7;D3YTF8;A0A096LPK7;A0A096LPD9;E7EWK1;A0A0U1RQX0
0	0	0	0	0	0	0	1960900	0	1062400	513520	150200	0	0	0	50367	0	0	308690	0	243660	0	546260	320580	299790	735390	1949300	734260	1899800	3074800	4093500	708480	3974900	4117700	4979100	1339900	3277700	3591400	976190	881890	807880	414860	0	0	0	0	0	0	62291	0	0	0	0	270950	0	0	0	0	0	0	0	1537800	0	0	0	0	0	0	0	0	0	0	A0A1B0GTG2;A0A1B0GW77;P49419;A0A1B0GTY9;A0A1B0GUA1;A0A1B0GW82;A0A1B0GTJ4;A0A1B0GV49;A0A140T9V3
0	0	0	0	0	0	0	0	0	0	0	420310	0	1218400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A1W2PP11;Q9H300;F8WCQ4;A0A1W2PS40;C9JNP8;H7C0U0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8816000	18785000	0	259540	825160	4371200	7546200	7859300	9219300	3880300	3716400	4251900	7075300	5967900	10787000	8082900	9657000	14464000	8146100	1275000	0	0	0	0	0	0	735890	1664900	2646100	4469300	5734500	1615900	0	0	0	0	0	0	0	0	0	0	0	A0A1W2PPH1;P23368;A0A1W2PQT3;A0A1W2PQH3;A0A1W2PQY8;A0A1W2PR68;A0A1W2PQF8;A0A1W2PQ37
99128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204960	0	0	52707	35602	192030	1954400	811850	977390	2139600	4143600	4121700	6255900	7175900	26402000	92636000	189380000	150410000	21506000	0	0	0	0	0	0	0	13517	0	0	0	0	0	0	0	0	A2A274;Q99798
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19008	0	0	5214.2	0	19641	0	20227	9286.5	25325	0	0	0	7501.3	0	28802	0	48702	0	78188	0	0	97498	59780	0	0	0	0	0	0	0	18579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A3KMH1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33014	457670	244050	489260	0	0	0	0	0	0	0	0	A4D1E9;C9J8R7;C9JNI1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68834	4552900	0	0	0	0	0	A6NFX8;Q9UKK9;A6NJU6;A6NCQ0
176860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95738	115210	52791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A6NGQ3;Q5VST9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270800	1292300	407710	0	0	0	0	0	0	0	A6NJ78
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84583	1249700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A6NNL5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108970	0	0	0	0	0	0	61787	0	0	0	0	0	0	0	0	690890	1920000	4503500	9274900	7544700	2259900	6343900	2871200	445200	0	0	0	0	0	0	A8MXV4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3948400	0	0	12016000	27467000	0	58463000	75276000	132220000	109290000	151090000	106890000	105540000	79773000	67893000	109500000	69318000	52119000	45191000	36170000	15038000	6128600	0	0	B1AH87;P30536
0	0	0	0	0	0	0	0	0	0	0	0	0	312330	1979200	4872900	21853000	18603000	16109000	882720	746260	410540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	H0Y6Y8;B1AL05;Q8N983;H0YBU8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143250	0	1038700	1839600	4017400	5198200	1061400	0	0	0	0	B1ALH6;O14832;C9IYS5;C9JR86
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86922	0	1556000	1355700	4221500	5717000	3461800	5823400	607890	B1ANH0;Q16774;B1ANG9;B1ANH5;B1ANH2;B1ANH6;B1ANH3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2447900	1635100	0	3973700	11081000	F5H5N2;B4DNC9;B3KQ30;Q9H1K1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348050	1062200	5904900	531840	692850	1912600	834130	1815700	5809500	13447000	20241000	59066000	160530000	373190000	576480000	267420000	13166000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B4DJV2;O75390;A0A0C4DGI3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201320	1047200	197450	169650	0	249860	0	205460	1037500	264290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B5MCR8;Q6NXT4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564100	0	0	0	0	0	275520	2601900	1035700	0	0	0	0	0	0	0	0	0	0	0	0	0	C9J3D7;Q9UKG9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2094800	1719300	C9JAX1;Q16595;H7C585
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579940	926940	864690	0	1311700	1859600	6797800	1661000	12483000	19846000	31219000	98825000	183580000	97561000	39511000	26630000	96430000	C9JFR7;P99999
0	0	0	0	0	0	0	0	0	0	0	0	0	0	448310	2168200	8528200	11399000	14382000	8079500	27257000	7233100	3307900	326910	0	0	482500	0	451800	390620	716920	0	1631500	3453600	2300700	5671100	2635300	4973200	462020	299970	214500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	C9JJ19;P82930
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116950	0	145260	0	0	246960	270090	238720	0	0	0	U3KQU8;C9JLB7;Q96HP4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1892300	17243000	9500600	2806100	0	0	850640	C9JQ41;H7C525;Q4VC31
677100	0	0	0	0	0	0	4558100	1018600	4681300	6453500	9462400	0	13866000	10663000	2856700	7682900	5642300	13602000	9543700	47771000	39167000	66472000	53711000	89936000	37158000	47291000	17493000	23285000	19065000	4055500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	535960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	968170	533630	0	0	C9JRZ6;Q9NX63;F8WAR4
19178000	0	186180	0	0	0	0	1724000	778420	3954700	3904500	2794200	5072600	7341400	4050500	9176600	10382000	32413000	5964700	10369000	13209000	0	39347000	9758800	6775700	3228300	4706700	1558100	673660	798850	125020000	2751700	19280000	4006300	1741100	5615500	19297000	4154600	1011300	3051400	2674100	12025000	6120200	13175000	12875000	9213900	983230	6469200	8447600	2341300	3470200	1494700	598520	1390200	0	2858800	284970	4655500	1327400	10441000	22259000	7822200	1009100	1303000	2807700	8625900	2012300	3323100	4596400	4514900	2667500	956060	CON__P13647;P13647
0	0	0	0	0	0	0	1607800	0	2417000	3336700	5760000	0	3365200	0	10930000	0	16560000	2085800	1464200	2662300	2195800	3364400	5623100	0	0	3777900	4105700	9088700	4380300	0	2594600	9210300	14756000	16993000	54042000	77858000	51815000	25726000	6281100	3036500	2478100	0	0	0	1716000	0	2513700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D6R9Z7;P15954
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579630	250290	0	0	0	0	0	92538	0	0	629690	0	0	0	0	0	0	0	0	0	0	0	0	D6REA0;O75879;D6RDU9
0	0	0	0	0	0	0	1149700	0	1130100	2411900	3741500	0	3293400	5875000	8926600	10530000	19227000	1612300	2032900	2743700	2386600	3657000	3984300	0	1844700	5406200	2943700	9847300	3647900	3156300	2400400	7745700	13409000	22873000	46944000	84378000	1108300	21314000	3140400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D6RIE3;D6RGV5;H0UI06;P14406;D6R9C3
0	0	0	0	0	0	0	482120	0	404680	1894100	1348600	0	359030	1592500	2732500	6217900	9721700	629990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80930	143800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E7EPT4;P19404
0	0	0	0	0	0	0	0	245100	0	0	0	0	0	1198900	8067300	13247000	37536000	26703000	2775800	136010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	638740	1166200	777800	0	0	E7ESL0;J3KQY1;Q9NWU5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400780	1494400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19544	0	0	336910	315390	313070	0	0	0	0	0	0	0	945340	0	0	0	0	0	0	0	H0Y9G6;E7ETU7;P09001;E9PF06;D6RC14
0	0	0	0	0	0	0	2891400	849920	10989000	18302000	26231000	0	37575000	37695000	48704000	93373000	149220000	19432000	9672000	2993700	4650400	10199000	7301900	13349000	9758300	12952000	2209700	3327300	2463800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E7EWP0;H0Y886;O43674
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5840500	19441000	16209000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E9PDR0;P05166;E7EX59;E7ETT1;E7ETT4;E7EUY3;E9PEC3;F8WBI9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471220	584640	0	0	0	0	0	0	0	U3KQ69;E9PI62;Q9BT17;E7EVK2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399020	0	0	718770	0	0	0	0	E9PJV6;E9PIC2;P56962;E9PJW1;E9PQU9
0	0	0	0	0	0	0	0	0	0	0	709830	0	0	0	2397800	2539600	0	862070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1722300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E9PPW7;O00217;E9PKH6;E9PN51;F8W9K7
