Uniprot ID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57
P36551	0	127495.7188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10259.23535	36166.83984	30587.32031	13995.88184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P36915	0	63766.92969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2825.190186	4285.795898	7217.117188	1780.078369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P39687	0	74086.15625	0	0	0	0	0	0	0	0	28349.14063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5739.521973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1118.932495	0	0	15102.17871	0	0	0	0	0	0	0	0	0	0
P40424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2997.386719	0	0	0	9888.970703	28780.92188	3676.723877	0	5571.010254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P49903	0	37106.21094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2983.252441	843.7495728	372.5281982	0	0	0	0	0	0	2450.329834	0	0	0	0	0	0	0	0	0	0
P51812;Q15349;Q15418	0	161616.1719	0	0	0	0	0	0	0	0	18372.42383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47824.22656	32504.86914	0	0	0	0	0	0	0	8821.484375	0	0	0	0	0	0	0	0	0	0
P55145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198139.2188	177793.8281	31850.45508	13987.0918	18458.04297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13185	0	63919.18359	0	0	0	0	0	0	0	0	28436.27539	0	0	0	0	0	0	0	0	0	20750.95117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17703.37305	0	0	0	0	0	0	0	0	0	0	16896.52344	0	0	0	0	0	0	0	0	0	0
Q14134	0	414069.2813	0	0	4066.567627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11208.7959	0	0	2830.744385	0	0	0	0	0	0	0	0	6035.668945	0	0	0
Q14554	0	0	0	0	0	0	0	1993.633423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2690.275391	0	0	0	0	0	0	0	0	0	0	0	0	22554.48633	47148.59375	6658.845703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14CX7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16889.43945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6698.691895	0	0	0	0	16219.13477	71645.07031	20789.00781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15067	0	177710.4531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4927.580566	0	0	0	2932.524902	17402.51953	15643.25391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15631	0	162564.4375	0	0	0	0	0	0	0	0	3952.727051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3729.650635	52945.47656	0	0	0	0	0	0	0	0	1572.822388	0	0	0	0	0	0	0	0	0	0
Q15637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17143.37695	0	0	0	0	0	0	0	0	0	0	0	0	0	34129.14063	0	0	0	0	102170.0938	184582.1875	70408.03906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q4V328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12723.15918	27411.74609	23278.85156	35718.56641	2339.102539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5UIP0	0	0	0	0	0	0	0	3514.507324	5156.629395	8299.34668	0	5504.485352	0	0	0	4492.736816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7KYR7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18357.28711	0	0	0	8487.230469	0	38907.14844	52518.51563	29664.98828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7L1W4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35397.78906	20883.29688	27920.30859	49080.76563	26176.68359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7L9L4;Q9H8S9	0	91990.42969	0	0	0	0	0	0	0	0	9192.589844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9251.988281	16457.66406	17666.62305	0	0	0	0	0	0	0	0	0	0	0	0
Q8N6H7	0	85191.64063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27690.09766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47499.21094	79175.23438	56588.10938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96A49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12768.70703	0	11079.7627	9809.688477	14745.50977	0	0	0	0	0	0	0	0	0	0	0	0	0	0.253995895	0	0
Q96EP5	0	200656.4531	0	0	0	0	0	0	0	0	30547.42188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22432.56836	25552.32813	12187.76953	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q99590	0	12229.1582	0	0	0	0	0	578.7940063	0	0	3730.577881	0	0	0	0	0	0	0	0	0	0	0	1787.864014	0	0	0	0	2461.03833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H6R6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12943.03516	4562.246582	0	0	0	0	0	0	0	0	27435.87891	38429.77734	0	0	0	0	62241.35156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H9Q4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15070.88184	20304.64844	0	0	0	18707.28516	0	29013.17383	38455.23828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NQ29	0	194962.75	0	0	0	0	0	0	0	0	16228.83008	0	0	0	0	0	0	0	5546.564941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5007.40625	0	0	0	0	0	13180.31348	0	0	0	0	0	0	0	0	0	0
Q9NQ38	0	596581.5625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147581.3438	0	0	0	0	0	0	0	0	1674.672607	0	0	0	0	0	0	0	0	0	0	0	12237.14453	0	0	0	0	0	0	0	0	0	0	0	5444.455078	0	0	0
Q9NR31	0	272913.125	0	0	0	0	0	0	0	0	40804.53516	0	0	0	0	0	0	0	0	0	0	0	0	0	29662.51758	0	0	0	0	0	0	0	0	0	0	0	0	0	62108.33984	0	0	0	0	0	0	0	20355.46289	0	0	0	0	0	0	0	0	0	0
Q9NSB4	0	0	5439.390625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22132.38867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35630.25781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50693.84375	0	46557.99219	0	0
Q9NWU1	0	0	13843.20898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13811.31152	82696.5	21492.39063	10957.40723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NZT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2448.31543	0	3476.20166	4740.695313	12774.30957	9029.561523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9P2K8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18347.46289	0	16992.83203	13481.60156	16050.03418	13556.04102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UBS9	0	0	0	0	0	0	0	14672.10352	0	10149.54102	22286.07031	12078.74902	13507.61914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19333.16406	0	24510.74219	42642.17188	50995.91406	0	50314.13281	0	0	0	0	0	0	0	0	0	0
